transaction_id,customer_id,merchant_id,amount,timestamp,status,payment_method,bank,device_type,failure_code,failure_reason
TXN500_0063,CUST_35,MERCH_1,30060.38,2026-08-23T06:30:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0064,CUST_16,MERCH_1,39451.21,2026-08-23T06:45:54.605201Z,SUCCESS,NETBANKING,ICICI,MOBILE,,
TXN500_0065,CUST_2,MERCH_4,40810.56,2026-08-23T07:00:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0066,CUST_13,MERCH_4,46812.15,2026-08-23T07:15:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0067,CUST_46,MERCH_2,19387.09,2026-08-23T07:30:54.605201Z,FAILED,WALLET,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0068,CUST_5,MERCH_1,21631.08,2026-08-23T07:45:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0069,CUST_3,MERCH_9,33730.17,2026-08-23T08:00:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0070,CUST_2,MERCH_6,20342.51,2026-08-23T08:15:54.605201Z,FAILED,CARD,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0071,CUST_41,MERCH_9,48087.01,2026-08-23T08:30:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0072,CUST_7,MERCH_1,18410.62,2026-08-23T08:45:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0073,CUST_23,MERCH_5,28916.9,2026-08-23T09:00:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0074,CUST_2,MERCH_1,34587.68,2026-08-23T09:15:54.605201Z,SUCCESS,NETBANKING,AXIS,DESKTOP,,
TXN500_0075,CUST_2,MERCH_5,31036.94,2026-08-23T09:30:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0076,CUST_45,MERCH_7,29081.11,2026-08-23T09:45:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0077,CUST_11,MERCH_9,12335.36,2026-08-23T10:00:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0078,CUST_30,MERCH_4,23799.46,2026-08-23T10:15:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0079,CUST_39,MERCH_4,24503.9,2026-08-23T10:30:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0080,CUST_19,MERCH_10,44656.48,2026-08-23T10:45:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0081,CUST_7,MERCH_4,43127.28,2026-08-23T11:00:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0082,CUST_11,MERCH_1,22006.98,2026-08-23T11:15:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0083,CUST_40,MERCH_10,49435.74,2026-08-23T11:30:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0084,CUST_18,MERCH_6,45258.83,2026-08-23T11:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0085,CUST_11,MERCH_2,35582.0,2026-08-23T12:00:54.605201Z,FAILED,NETBANKING,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0086,CUST_16,MERCH_4,29336.84,2026-08-23T12:15:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0087,CUST_31,MERCH_7,16025.09,2026-08-23T12:30:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0088,CUST_37,MERCH_4,23941.49,2026-08-23T12:45:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0089,CUST_18,MERCH_5,18006.17,2026-08-23T13:00:54.605201Z,FAILED,UPI,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0090,CUST_29,MERCH_4,4661.37,2026-08-23T13:15:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0091,CUST_25,MERCH_3,15572.32,2026-08-23T13:30:54.605201Z,FAILED,UPI,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0092,CUST_37,MERCH_1,45157.38,2026-08-23T13:45:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0093,CUST_21,MERCH_4,50.41,2026-08-23T14:00:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0094,CUST_10,MERCH_3,3115.8,2026-08-23T14:15:54.605201Z,FAILED,WALLET,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0095,CUST_34,MERCH_2,20230.07,2026-08-23T14:30:54.605201Z,SUCCESS,UPI,ICICI,MOBILE,,
TXN500_0096,CUST_9,MERCH_2,39629.43,2026-08-23T14:45:54.605201Z,SUCCESS,WALLET,SBI,DESKTOP,,
TXN500_0097,CUST_22,MERCH_8,10137.43,2026-08-23T15:00:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0098,CUST_36,MERCH_5,29366.76,2026-08-23T15:15:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0099,CUST_26,MERCH_6,46751.25,2026-08-23T15:30:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0100,CUST_43,MERCH_6,14402.51,2026-08-23T15:45:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0101,CUST_18,MERCH_4,37358.31,2026-08-23T16:00:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0102,CUST_1,MERCH_6,12537.79,2026-08-23T16:15:54.605201Z,SUCCESS,NETBANKING,AXIS,DESKTOP,,
TXN500_0103,CUST_30,MERCH_3,12509.96,2026-08-23T16:30:54.605201Z,FAILED,WALLET,SBI,MOBILE,TIMEOUT,Timeout
TXN500_0104,CUST_20,MERCH_4,29594.64,2026-08-23T16:45:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0105,CUST_28,MERCH_10,143.38,2026-08-23T17:00:54.605201Z,SUCCESS,UPI,AXIS,DESKTOP,,
TXN500_0106,CUST_23,MERCH_7,16465.95,2026-08-23T17:15:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0107,CUST_14,MERCH_10,4443.84,2026-08-23T17:30:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0108,CUST_36,MERCH_5,6564.83,2026-08-23T17:45:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0109,CUST_27,MERCH_6,15910.03,2026-08-23T18:00:54.605201Z,FAILED,CARD,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0110,CUST_49,MERCH_6,4472.63,2026-08-23T18:15:54.605201Z,FAILED,CARD,ICICI,MOBILE,TIMEOUT,Timeout
TXN500_0111,CUST_6,MERCH_3,266.33,2026-08-23T18:30:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0112,CUST_25,MERCH_8,42880.98,2026-08-23T18:45:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0113,CUST_9,MERCH_8,22809.07,2026-08-23T19:00:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0114,CUST_32,MERCH_3,3341.24,2026-08-23T19:15:54.605201Z,SUCCESS,WALLET,AXIS,MOBILE,,
TXN500_0115,CUST_23,MERCH_6,11021.76,2026-08-23T19:30:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0116,CUST_30,MERCH_1,38517.43,2026-08-23T19:45:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0117,CUST_30,MERCH_10,2351.32,2026-08-23T20:00:54.605201Z,FAILED,UPI,SBI,MOBILE,TIMEOUT,Timeout
TXN500_0118,CUST_11,MERCH_8,33782.94,2026-08-23T20:15:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0119,CUST_10,MERCH_3,30218.67,2026-08-23T20:30:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0120,CUST_20,MERCH_10,451.01,2026-08-23T20:45:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0121,CUST_19,MERCH_7,14929.11,2026-08-23T21:00:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0122,CUST_48,MERCH_5,4671.08,2026-08-23T21:15:54.605201Z,SUCCESS,UPI,SBI,MOBILE,,
TXN500_0123,CUST_9,MERCH_4,14713.79,2026-08-23T21:30:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0124,CUST_18,MERCH_5,8844.46,2026-08-23T21:45:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0125,CUST_36,MERCH_2,41540.52,2026-08-23T22:00:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0126,CUST_40,MERCH_1,45408.94,2026-08-23T22:15:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0127,CUST_40,MERCH_3,8208.82,2026-08-23T22:30:54.605201Z,FAILED,NETBANKING,AXIS,MOBILE,TIMEOUT,Timeout
TXN500_0128,CUST_16,MERCH_8,31589.26,2026-08-23T22:45:54.605201Z,FAILED,NETBANKING,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0129,CUST_11,MERCH_5,16875.8,2026-08-23T23:00:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0130,CUST_1,MERCH_5,20014.19,2026-08-23T23:15:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0131,CUST_8,MERCH_2,8273.93,2026-08-23T23:30:54.605201Z,SUCCESS,NETBANKING,AXIS,MOBILE,,
TXN500_0132,CUST_34,MERCH_5,16840.52,2026-08-23T23:45:54.605201Z,SUCCESS,NETBANKING,ICICI,MOBILE,,
TXN500_0133,CUST_17,MERCH_8,38955.37,2026-08-24T00:00:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0134,CUST_48,MERCH_8,7256.43,2026-08-24T00:15:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0135,CUST_19,MERCH_7,8891.92,2026-08-24T00:30:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0136,CUST_21,MERCH_10,4038.63,2026-08-24T00:45:54.605201Z,SUCCESS,UPI,ICICI,MOBILE,,
TXN500_0137,CUST_17,MERCH_3,3320.29,2026-08-24T01:00:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0138,CUST_7,MERCH_2,37826.39,2026-08-24T01:15:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0139,CUST_45,MERCH_8,17523.5,2026-08-24T01:30:54.605201Z,FAILED,UPI,AXIS,DESKTOP,TIMEOUT,Timeout
TXN500_0140,CUST_49,MERCH_1,17588.35,2026-08-24T01:45:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0141,CUST_30,MERCH_6,46231.65,2026-08-24T02:00:54.605201Z,FAILED,CARD,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0142,CUST_39,MERCH_3,37962.98,2026-08-24T02:15:54.605201Z,SUCCESS,CARD,AXIS,DESKTOP,,
TXN500_0143,CUST_24,MERCH_4,16231.91,2026-08-24T02:30:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0144,CUST_11,MERCH_3,37044.47,2026-08-24T02:45:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0145,CUST_2,MERCH_10,31810.2,2026-08-24T03:00:54.605201Z,SUCCESS,WALLET,HDFC,DESKTOP,,
TXN500_0146,CUST_8,MERCH_5,37977.78,2026-08-24T03:15:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0147,CUST_8,MERCH_1,1281.29,2026-08-24T03:30:54.605201Z,SUCCESS,CARD,SBI,MOBILE,,
TXN500_0148,CUST_32,MERCH_6,20562.04,2026-08-24T03:45:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0149,CUST_38,MERCH_4,26081.49,2026-08-24T04:00:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0150,CUST_38,MERCH_2,31653.25,2026-08-24T04:15:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0151,CUST_21,MERCH_8,17440.61,2026-08-24T04:30:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0152,CUST_1,MERCH_3,19585.76,2026-08-24T04:45:54.605201Z,FAILED,NETBANKING,AXIS,MOBILE,TIMEOUT,Timeout
TXN500_0153,CUST_30,MERCH_5,3419.25,2026-08-24T05:00:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0154,CUST_16,MERCH_4,30220.67,2026-08-24T05:15:54.605201Z,FAILED,NETBANKING,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0155,CUST_21,MERCH_2,37085.69,2026-08-24T05:30:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0156,CUST_27,MERCH_8,49401.8,2026-08-24T05:45:54.605201Z,SUCCESS,UPI,ICICI,DESKTOP,,
TXN500_0157,CUST_4,MERCH_1,4560.23,2026-08-24T06:00:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0158,CUST_44,MERCH_1,6169.1,2026-08-24T06:15:54.605201Z,SUCCESS,NETBANKING,SBI,DESKTOP,,
TXN500_0159,CUST_21,MERCH_9,29960.54,2026-08-24T06:30:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0160,CUST_6,MERCH_6,5371.85,2026-08-24T06:45:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0161,CUST_9,MERCH_6,34575.79,2026-08-24T07:00:54.605201Z,SUCCESS,UPI,AXIS,DESKTOP,,
TXN500_0162,CUST_19,MERCH_1,45970.66,2026-08-24T07:15:54.605201Z,FAILED,UPI,AXIS,MOBILE,TIMEOUT,Timeout
TXN500_0163,CUST_11,MERCH_3,33859.77,2026-08-24T07:30:54.605201Z,FAILED,UPI,HDFC,MOBILE,TIMEOUT,Timeout
TXN500_0164,CUST_10,MERCH_9,11940.86,2026-08-24T07:45:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0165,CUST_41,MERCH_6,22189.87,2026-08-24T08:00:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
TXN500_0166,CUST_39,MERCH_10,20423.44,2026-08-24T08:15:54.605201Z,SUCCESS,WALLET,ICICI,MOBILE,,
TXN500_0167,CUST_50,MERCH_5,29909.49,2026-08-24T08:30:54.605201Z,SUCCESS,NETBANKING,HDFC,MOBILE,,
TXN500_0168,CUST_29,MERCH_3,45592.15,2026-08-24T08:45:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0169,CUST_17,MERCH_9,20549.72,2026-08-24T09:00:54.605201Z,SUCCESS,WALLET,AXIS,DESKTOP,,
TXN500_0170,CUST_7,MERCH_5,42717.78,2026-08-24T09:15:54.605201Z,SUCCESS,WALLET,SBI,MOBILE,,
TXN500_0171,CUST_22,MERCH_10,25111.54,2026-08-24T09:30:54.605201Z,SUCCESS,NETBANKING,SBI,MOBILE,,
TXN500_0172,CUST_2,MERCH_3,17545.09,2026-08-24T09:45:54.605201Z,SUCCESS,CARD,ICICI,DESKTOP,,
TXN500_0173,CUST_15,MERCH_3,37347.19,2026-08-24T10:00:54.605201Z,SUCCESS,CARD,ICICI,MOBILE,,
TXN500_0174,CUST_9,MERCH_9,47133.55,2026-08-24T10:15:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0175,CUST_24,MERCH_4,7795.77,2026-08-24T10:30:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0176,CUST_49,MERCH_8,33457.34,2026-08-24T10:45:54.605201Z,SUCCESS,NETBANKING,HDFC,DESKTOP,,
TXN500_0177,CUST_22,MERCH_10,18217.29,2026-08-24T11:00:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0178,CUST_15,MERCH_3,25646.22,2026-08-24T11:15:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0179,CUST_13,MERCH_7,4172.13,2026-08-24T11:30:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0180,CUST_40,MERCH_1,5322.39,2026-08-24T11:45:54.605201Z,SUCCESS,UPI,HDFC,DESKTOP,,
TXN500_0181,CUST_41,MERCH_7,39691.58,2026-08-24T12:00:54.605201Z,SUCCESS,CARD,AXIS,MOBILE,,
TXN500_0182,CUST_2,MERCH_2,27526.27,2026-08-24T12:15:54.605201Z,FAILED,NETBANKING,AXIS,MOBILE,TIMEOUT,Timeout
TXN500_0183,CUST_43,MERCH_2,32343.43,2026-08-24T12:30:54.605201Z,SUCCESS,UPI,HDFC,MOBILE,,
TXN500_0184,CUST_44,MERCH_6,42392.74,2026-08-24T12:45:54.605201Z,SUCCESS,CARD,SBI,DESKTOP,,
TXN500_0185,CUST_38,MERCH_7,2728.88,2026-08-24T13:00:54.605201Z,FAILED,UPI,HDFC,DESKTOP,TIMEOUT,Timeout
TXN500_0186,CUST_15,MERCH_5,49507.14,2026-08-24T13:15:54.605201Z,SUCCESS,UPI,AXIS,MOBILE,,
TXN500_0187,CUST_19,MERCH_1,24115.7,2026-08-24T13:30:54.605201Z,SUCCESS,WALLET,HDFC,MOBILE,,
TXN500_0188,CUST_9,MERCH_5,15284.18,2026-08-24T13:45:54.605201Z,SUCCESS,WALLET,ICICI,DESKTOP,,
TXN500_0189,CUST_43,MERCH_1,20220.56,2026-08-24T14:00:54.605201Z,SUCCESS,CARD,HDFC,DESKTOP,,
TXN500_0190,CUST_37,MERCH_8,45163.14,2026-08-24T14:15:54.605201Z,SUCCESS,CARD,HDFC,MOBILE,,
TXN500_0191,CUST_50,MERCH_7,38609.08,2026-08-24T14:30:54.605201Z,FAILED,WALLET,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0192,CUST_41,MERCH_5,43727.59,2026-08-24T14:45:54.605201Z,SUCCESS,UPI,SBI,DESKTOP,,
TXN500_0193,CUST_8,MERCH_6,29808.82,2026-08-24T15:00:54.605201Z,FAILED,UPI,SBI,DESKTOP,TIMEOUT,Timeout
TXN500_0194,CUST_18,MERCH_6,21788.61,2026-08-24T15:15:54.605201Z,SUCCESS,NETBANKING,ICICI,DESKTOP,,
